id,seeker_post,response_post
8119,He didn't give me a dollar.,oh no! That is terrible. I didn't give anyone any money either.
8121,"I'm overly excited because will be flying outside the country for the first time tomorrow."". Please enter here...",Wow! That sounds amazing. Where are you going?
8123,Traveling to South Africa then to Ghana. Also my first time visiting Africa,You are going to love it I am sure. Safe Travels!
8125,When I was driving home from work the other day I saw a lot of very dark clouds in the sky.,Maybe it was a thunderstorm forming??
8127,How did you guess? I was guessing that a thumerstorm would arrive with lots of rain. I was right when it started downpouring a few minutes later!,It souds like a storm forming.I have experience with thunderstorms.
8129,A blossom friend we lost contact for 10years now,Why did you lose contact? What happened?
8131,10 friends cannot be together in 10 years _comma_like they say,That's very sad_comma_ I'm sorry to hear that
8133,She talks to him on the phone regularly. I have expressed my discontent but she doesnt seem to care,Who does she talk to on the phone regularly?
8135,His name is chad. Apparently they were childhood friends.,So why does that make you discontented?
8138,So I was out of town this weekend and lent my brother my car. I was hesitant at first_comma_ but I felt he would do good with it and take care of it.,Did he take care of it for you?
8140,He did. I feel I can let him use it more often after this.,That is great that he was able to show you he is responsible. I bet you're proud.
8143,I am going to a concert later tonight.,Awesome! Have you been looking forward to it?
8145,Yes! I can't wait to go!,Great! I hope you have fun and remember it for a long time
8148,I'm a bit unhappy with Summer being almost over.,Its really hot where I live. I'm ready for it to be over. Its 100f out side right now and very humit.
8150,Yeah_comma_ that's too hot. I can see your point.,I guess its different if you live where it gets cold during the winter.
8152,All me and my friends did this summer was basically get high and eat a lot of fast food. It was a great time.,yea i loved doing that all summer
8154,We got these McDonald's coins and I'm gonna keep one to remember it.,same_comma_ its quite cool
8156,I can't wait to see the new James Bond movie.,it looks like it's going to be good!
8158,Yes_comma_ I have really enjoyed the last few ones.,Me too... those are my favorite type of movies
8160,My dog has to go stay at the doggie daycare for a couple of days so I can go to a wedding. Im scared that she will think I am leaving her there and never coming back and I dont want her to feel that way.,Oh no_comma_ I am so sorry you have to leave your furbaby! Give her lots of extra snuggles and explain to her that you will be back and I am sure she will be delighted to see you upon your return!! Have you ever left her before?
8162,I know I just wish I knew if she could understand what I am saying to her. No I have never left this one before_comma_ shes 3 years old. I know it would be better if someone she knew could watch her but I couldn't find anyone.,I believe dogs can understand what you tell them_comma_ they understand if we say treat or ride after all lol. Maybe you could send a small blanket that smells like you or an old tshirt you have worn to bed. That may help her to feel more comfortable!
8164,I had to go to the car dealer to buy a new vehicle several years ago. I always get so nervous when I have to talk to the dealers.,I totally understand the anxiety. You never know if they are baiting you or actually giving you a good deal. Did you get a new car?
8166,Exactly. I always end up feeling like I'm getting ripped off. I did end up forcing my husband_comma_ who is better at deals_comma_ to come with me and we got a Jeep!,I'm so happy you were able to get a dependable vehicle. I always have someone come with me as well. It's nice to have a second pair of eyes.
8168,My best friend unexpectedly gave me a gift the other day. I was very appreciative of their gesture.,Great_comma_ for what store?
8170,She actually made the gift herself. I really liked it a lot.,It's rare this days for people to hand make gifts or anything.
8172,I finally got promoted today at work!,Congrats! That's great!
8174,Thank you! I've been trying to get it for a while now!,That is quite an accomplishment and you should be proud!
8176,I had a couple rabbits once_comma_ interesting pets to take care of.,Do you still have them?
8178,No_comma_ this was as a kid. The dog essentially killed one. Then the other one became more grumpy.,Do you own any other pets now?
8180,my son did a stupid this that let me ashamed,What did he do
8182,he assaulted a pastor of our church,Oh my! That is horrible!
8184,When I was a kid_comma_ I got chased down the street by the neighbor's dog. She was literally nipping at my heels.,i used to get chased by dogs too _comma_ back then when i was younger fences were not to common
8186,Yep! I was saved by the bus driver lol_comma_ he showed up just in time.,lucky you _comma_ i was bit a few times but it was my fault i provoked the dogs
8188,My girlfriend made the cutest and most touching card for my birthday.,Aww that's sweet. Did you cry?
8190,I almost did. It was hard holding the tears back.,Why hold them back? It okay to cry lol
8192,I had to take a final exam for a class last semester. I studied really hard for it and went in sure that I was going to do great on it. I ended up getting the highest score in my class!,thats awesome!
